epoch,train_loss,train_acc,dev_loss,dev_acc
0,1.6887653654053707,0.4371653543307087,1.488638930954039,0.42626163645271925
1,1.5562200948295977,0.4874540682414698,1.369206122122705,0.4865262126408623
2,1.5213971634039143,0.4789501312335958,1.381610349752009,0.46986771190592846
3,1.4995216887269245,0.5171653543307086,1.327026104554534,0.5026947574718276
4,1.4788946955396025,0.5168503937007874,1.3131190994754434,0.5071043606075453
5,1.479206041201649,0.5104461942257218,1.3210089448839426,0.5095541401273885
6,1.4514412811938548,0.5248293963254593,1.2962467838078737,0.5173934345908868
7,1.4466840808823604,0.5262992125984252,1.3019099086523056,0.5124938755512004
8,1.4319465320382343,0.525774278215223,1.2756338436156511,0.5095541401273885
9,1.4489868117258853,0.5321784776902887,1.2856054781004786,0.5193532582067614
10,1.4425808885353524,0.5236745406824147,1.3064082246273756,0.5026947574718276
11,1.4209855936917684,0.5302887139107612,1.2882488863542676,0.5198432141107301
12,1.4152916697847764,0.5436220472440945,1.2504768576472998,0.528172464478197
13,1.4246049593359031,0.5315485564304462,1.2953067999333143,0.5203331700146987
14,1.4129190164924468,0.5359580052493438,1.2755077602341771,0.5139637432631063
15,1.4182446282982026,0.5332283464566929,1.2860952634364367,0.5222929936305732
16,1.407363058936676,0.5321784776902887,1.2760765692219138,0.5149436550710436
17,1.4049768013842154,0.5516010498687665,1.2662381771951914,0.5345418912297893
18,1.3962569128746953,0.5238845144356955,1.2961144838482141,0.5056344928956394
19,1.4018250303780473,0.538477690288714,1.2612935211509466,0.5208231259186673
20,1.3900517501287013,0.544251968503937,1.2554036369547248,0.5227829495345419
21,1.4001150865282788,0.5453018372703412,1.261575935408473,0.535031847133758
22,1.3965626248977328,0.5486614173228347,1.252846465446055,0.5345418912297893
23,1.3854256682347932,0.5363779527559055,1.259505637921393,0.5183733463988242
24,1.3881666992334711,0.5555905511811023,1.243502034805715,0.5320921117099461
25,1.4015384968495208,0.537007874015748,1.2714185360819101,0.5198432141107301
26,1.3930361176897215,0.5420472440944882,1.257638935931027,0.5193532582067614
27,1.3986629471682863,0.5468766404199475,1.2782365437597036,0.5173934345908868
28,1.3837072953281786,0.5447769028871391,1.258090346120298,0.5203331700146987
29,1.3841344030111429,0.5443569553805774,1.2740243850275874,0.5110240078392945
30,1.3913772634211803,0.553490813648294,1.2542732069268823,0.533561979421852
31,1.3848788922265072,0.5604199475065617,1.2593152886256576,0.5276825085742283
32,1.3759510693134078,0.5533858267716535,1.2624131767079234,0.5198432141107301
33,1.3842047340917907,0.5541207349081365,1.2446823213249445,0.5247427731504165
34,1.3825821086464312,0.5626246719160105,1.2355893990024924,0.5379715825575698
35,1.3871955763573613,0.558005249343832,1.2518463572487235,0.5291523762861342
36,1.3702969711098896,0.5616797900262467,1.2384497905150056,0.5360117589416953
37,1.3741308392694331,0.5530708661417323,1.2387658320367336,0.5222929936305732
38,1.370370029603075,0.5575853018372703,1.2278701961040497,0.5271925526702597
39,1.374594294784853,0.5533858267716535,1.2467504171654582,0.5183733463988242
40,1.3718791176008698,0.5558005249343833,1.2390399845317006,0.5291523762861342
41,1.360536089079492,0.5604199475065617,1.2386754965409636,0.5355218030377266
42,1.373732802451857,0.553490813648294,1.241167220287025,0.528172464478197
43,1.3595656084534307,0.5625196850393701,1.2388294814154506,0.535031847133758
44,1.3703052695565576,0.5686089238845145,1.2353788102045655,0.5345418912297893
45,1.364669579987558,0.559265091863517,1.2546883905306458,0.5208231259186673
46,1.359197762388511,0.5598950131233595,1.2518075937405229,0.5237628613424792
47,1.3580124794236765,0.566509186351706,1.2271913504227996,0.533561979421852
48,1.362866871508976,0.5646194225721785,1.234497464261949,0.5291523762861342
49,1.3566704634452027,0.573018372703412,1.2200469449162483,0.5369916707496325
50,1.354966314046975,0.5680839895013123,1.2252221964299679,0.5369916707496325
51,1.3562593784108259,0.567244094488189,1.249022633768618,0.5262126408623224
52,1.3535464504021126,0.5675590551181102,1.238087298348546,0.5340519353258206
53,1.360213781363212,0.5746981627296588,1.2344814827665687,0.5291523762861342
54,1.3581269007401178,0.5700787401574803,1.2512341365218163,0.5409113179813817
55,1.3607538016450484,0.5603149606299213,1.2517996523529291,0.5291523762861342
56,1.3502831109018134,0.568503937007874,1.2373575810343027,0.5296423321901029
57,1.3550406536399917,0.5693438320209974,1.2447901042178273,0.5262126408623224
58,1.3443903883031552,0.5727034120734908,1.232642357237637,0.5252327290543851
59,1.3419350361664024,0.5689238845144357,1.234247401356697,0.5355218030377266
60,1.350010434653135,0.5766929133858267,1.2383822817355394,0.5306222439980401
61,1.3414781799652433,0.5693438320209974,1.2422619927674532,0.5296423321901029
62,1.3532289126575394,0.5807874015748031,1.2222920367494226,0.5458108770210681
63,1.3457266340319742,0.5722834645669291,1.2483296394348145,0.5301322880940715
64,1.346990582126899,0.5669291338582677,1.240772937424481,0.5276825085742283
65,1.3530993091580052,0.5741732283464567,1.2271274300292134,0.5369916707496325
66,1.3379739886962327,0.5764829396325459,1.2340307720005512,0.5365017148456639
67,1.345542082850565,0.575748031496063,1.2433916432783008,0.5311121999020089
68,1.349294563267855,0.5734383202099738,1.2340795490890741,0.533561979421852
69,1.337544687242316,0.5701837270341207,1.2415605299174786,0.5330720235178834
70,1.3437255310932261,0.5772178477690288,1.222492148168385,0.5443410093091622
71,1.341745935230447,0.5836220472440945,1.2170475563034415,0.5365017148456639
72,1.3442829077275806,0.577742782152231,1.233350577764213,0.5360117589416953
73,1.3343076465913914,0.5799475065616798,1.2257841909304261,0.5345418912297893
74,1.3263630887005953,0.5783727034120735,1.226019929163158,0.540421362077413
