epoch,train_loss,train_acc,dev_loss,dev_acc
0,1.6856126763873338,0.43065882759813245,1.4398136642244128,0.4289713086074178
1,1.5440814542836248,0.47717447691509596,1.3537926144070096,0.47445766270118966
2,1.5056964493258882,0.5006052222030088,1.3230334096484715,0.509447165850245
3,1.4846022458366268,0.4950717620612139,1.3334657629330953,0.5045486354093772
4,1.4765922578658848,0.5164274597959536,1.295054382748074,0.5185444366689993
5,1.4577199821643407,0.52931004668857,1.263646203941769,0.5304408677396781
6,1.45099337160258,0.5086460314715545,1.2786924454900954,0.5087473757872638
7,1.4510728348025959,0.5328549195919073,1.247588156329261,0.5269419174247726
8,1.4430217667179213,0.5206640152170154,1.273376809226142,0.5157452764170749
9,1.4203432795092545,0.5120179837454608,1.2747387409210205,0.5073477956613016
10,1.4257733662154792,0.535189348089227,1.2811364200380113,0.5318404478656403
11,1.423299508776454,0.527580840394259,1.2777252342965868,0.5262421273617914
12,1.4324441102657528,0.5354487290333737,1.2561852031283909,0.5304408677396781
13,1.414308606755009,0.536140411551098,1.2541310562027825,0.5360391882435269
14,1.4106994724076096,0.5381289987895556,1.2318516016006469,0.5213435969209237
15,1.4129067147305,0.5303475704651565,1.275522760550181,0.5143456962911127
16,1.397333461276734,0.5424520145253329,1.2259991354412503,0.5304408677396781
17,1.3989389005286919,0.529482967318001,1.2322425352202522,0.5374387683694891
18,1.3956073206432618,0.5383019194189866,1.2410271551873948,0.5311406578026592
19,1.404149734018916,0.542797855784195,1.2217487772305806,0.5283414975507348
20,1.3946057483965522,0.5439218398754971,1.2166815201441448,0.5304408677396781
21,1.3963211499854347,0.5406363479163064,1.2120168937577143,0.5276417074877536
22,1.3934107060590502,0.5463427286875324,1.2443344288402134,0.529741077676697
23,1.3927063670276938,0.5456510461698081,1.2349026481310525,0.5416375087473758
24,1.3930229668953142,0.5451322842815148,1.2288745125134786,0.523442967109867
25,1.3900518132507471,0.5450458239667992,1.212080140908559,0.5374387683694891
26,1.3806202154791816,0.5489365381289988,1.2397216531965467,0.5157452764170749
27,1.3831035093049318,0.5446999827079371,1.221258690622118,0.5241427571728482
28,1.3856534684560575,0.5268026975618191,1.233569410112169,0.4982505248425472
29,1.3921556444787189,0.5484177762407055,1.2296958777639602,0.5255423372988104
30,1.379647418774294,0.5552481411032336,1.2094819956355625,0.5409377186843947
31,1.376339285248551,0.5501469825350165,1.215926428635915,0.5507347795661302
32,1.3788030053699873,0.5600899187273042,1.2163668579525417,0.5479356193142058
33,1.3807763053896678,0.5593117758948642,1.2311002718077766,0.5290412876137159
34,1.3752264607677143,0.5530001729206294,1.220367685953776,0.5283414975507348
35,1.3689890046146034,0.5523084904029051,1.20406932565901,0.5444366689993002
36,1.3778632525251715,0.5618191250216151,1.2038867870966594,0.5451364590622814
37,1.3735584801073233,0.5575825696005533,1.2201238367292615,0.5325402379286214
38,1.375257901229911,0.5602628393567353,1.2166202055083382,0.5360391882435269
39,1.3651691874417151,0.5621649662804773,1.2028339717123244,0.5339398180545836
40,1.3707495157231284,0.5639806328895037,1.1980187137921652,0.5311406578026592
41,1.374604897439809,0.5629431091129171,1.209035579363505,0.5514345696291113
42,1.370590477687878,0.560695140930313,1.219608407550388,0.5409377186843947
43,1.3662797069351975,0.5593117758948642,1.2263428476121692,0.5402379286214136
44,1.3589801332239289,0.562770188483486,1.1869662721951804,0.5458362491252624
45,1.3595433347132984,0.5600034584125886,1.2162097467316522,0.5353393981805459
46,1.3593566694312333,0.5578419505447,1.2131073713302611,0.5339398180545836
47,1.3594146794047803,0.5685630295694276,1.2070703148841857,0.5395381385584325
48,1.3568497522430525,0.5619055853363306,1.2216294023725722,0.5402379286214136
49,1.366005231003735,0.554037696697216,1.2157179885440403,0.5269419174247726
50,1.3692849018297142,0.5598305377831575,1.214038570721944,0.5269419174247726
51,1.3674613031563838,0.5667473629604012,1.2097898840904235,0.5423372988103569
52,1.3663352304729968,0.5658827598132458,1.1974365843666925,0.5465360391882436
53,1.3679855508698944,0.5615597440774684,1.2083201580577427,0.5262421273617914
54,1.3574259080280915,0.5665744423309701,1.2105479107962713,0.5465360391882436
55,1.3613097363907989,0.5694276327165831,1.2032526188426547,0.5465360391882436
56,1.3605251486788796,0.5715891405844717,1.205324359734853,0.5346396081175647
57,1.3501522615140313,0.5662286010721079,1.2103975031110976,0.543037088873338
58,1.3504415136345185,0.563548331315926,1.1969818976190356,0.5472358292512246
59,1.3477149506958808,0.5740964897112225,1.202869102689955,0.5311406578026592
60,1.3557434771930315,0.5704651564931696,1.210383082760705,0.5367389783065081
61,1.3516816924948718,0.5657098391838147,1.2010080403751797,0.5402379286214136
62,1.3602397196529978,0.5687359501988587,1.2039495123757256,0.5346396081175647
63,1.358438875299791,0.5700328549195919,1.2195007085800171,0.5325402379286214
64,1.3510908970187383,0.5686494898841432,1.202932870388031,0.5318404478656403
65,1.3474594771203414,0.5752204738025246,1.194392776489258,0.5451364590622814
66,1.3550443512629409,0.5708974580667474,1.195226099756029,0.5458362491252624
